comsol_index,frequency_real_Hz,frequency_imag_Hz,Q,Eoz1,Eoz0,Eoz_1,Eof1,Eof0,Eof_1,Forward,Backward,pml_fraction
65,1671.86242971785,6.02140032532569,138.826713006116,1.64970861715406e-08,1.80535832132709e-13,1.68107100355573e-08,1.97823855791327e-08,9.01043431271698e-13,1.92028071425808e-08,0.495289350622062,0.507421587253735,NaN
66,1671.98267662229,4.97592214382137,168.007318874392,1.9564636879909e-08,1.86993516292097e-13,1.98738374752175e-08,2.27400537243625e-08,3.7492537842644e-13,2.23712946714781e-08,0.496077610417735,0.504083019893553,NaN
67,1675.23810675505,10.9691892954457,76.3610719823478,3.13430381827477e-08,2.17687820933833e-08,3.16801394511039e-08,3.82156875816806e-08,1.93659972578792e-08,3.9444228055001e-08,0.369646347172236,0.393870940675509,NaN
68,1677.03261536071,16.0114300750935,52.3698572674472,4.81583086416135e-09,3.67557085303972e-09,5.23818980919051e-09,7.12052976419637e-09,3.40479631866419e-09,6.5632280891072e-09,0.350762865370333,0.416684155519544,NaN
69,1677.36598726932,16.054265245309,52.2405093487366,4.66562469103472e-09,1.16446192075543e-12,4.62533844601883e-09,6.31707919184423e-09,1.76224237981628e-14,6.18221558720961e-09,0.502105103630919,0.505394136008429,NaN
70,1678.17821138788,10.9166123056374,76.8635069380112,2.29186273577344e-08,5.10505173150644e-13,2.27608706682697e-08,2.79350522286812e-08,4.53506543261161e-13,2.7930427144146e-08,0.501721170697508,0.500037335615616,NaN
71,1682.25871452866,23.2862730825622,36.1212528205815,2.10204652283367e-08,1.60289190616587e-08,2.11619851170061e-08,2.91464083713977e-08,1.31974086777696e-08,3.02460045909926e-08,0.36110583623907,0.40152197254157,NaN
72,1683.06984144478,21.7804140516054,38.6372324570368,9.26490713473132e-09,1.98868687117783e-12,8.87583649283566e-09,1.2597945862239e-08,2.55880589823485e-13,1.27629579166505e-08,0.510667686330698,0.496741711790385,NaN
73,1685.40740653037,31.2869217498303,26.9346952699096,5.40249144151463e-09,4.72900703060751e-09,5.59881040051261e-09,9.37613148681139e-09,4.13365141800174e-09,8.87764013575122e-09,0.343444714611617,0.418812449732269,NaN
74,1685.7160524647,31.1713961833854,27.0394698162927,1.72038256882309e-09,6.01772192151063e-12,1.43383656103536e-09,2.50425508047487e-09,4.40777952055297e-12,2.98886983649548e-09,0.544384060281465,0.455523453652826,NaN
75,1691.83914239458,39.4675740765084,21.4332801290868,2.32536214633483e-09,2.87078630054566e-12,2.24554894072221e-09,4.27104956627007e-09,7.2206522663167e-13,4.02220815659564e-09,0.508411247130111,0.51495779775133,NaN
76,1692.06346886954,40.4572114052492,20.9117659138761,1.14137213153301e-08,1.06273796026579e-08,1.14060293432761e-08,1.93387739964474e-08,7.08249570225694e-09,1.95282962331358e-08,0.341246654830312,0.420869568716575,NaN
77,1696.45800580698,51.4543029113562,16.4850936638825,4.33506663616762e-09,5.00785595023192e-09,4.46481477737781e-09,1.01374057940243e-08,3.53759250684031e-09,9.29149373884846e-09,0.313959233287566,0.44139983487661,NaN
78,1696.70350865519,51.1986627615044,16.5698029708201,6.9620791746932e-10,1.9960531575332e-11,3.84742501642147e-10,1.0643744411849e-09,1.32884447129307e-11,1.80517501983783e-09,0.632392580921276,0.369210644506662,NaN
79,1703.89519226423,60.2005535205046,14.1518233024541,6.44923035819278e-10,1.07083073488869e-11,8.46457857769578e-10,2.2064340738174e-09,7.1769960286383e-12,1.41573371100087e-09,0.429350690635854,0.607942812559827,NaN
80,1704.56224746437,60.5565024897377,14.0741470971943,6.93919263039407e-09,7.55791932634587e-09,6.66598236358383e-09,1.34245380613709e-08,3.16550916396737e-09,1.32018207736224e-08,0.327891211245517,0.450610819765959,NaN
